name,offset,classification,cfg_status
Plunder_Ships_For_Tech_,412340,routine_entry,matches
Scrap_Ships_,412414,routine_entry,matches+unresolved
Set_Fltscrn_Big_Icons_,413188,routine_entry,matches
Update_Selection_Flags_,413258,routine_entry,shorter+unresolved
First_Selected_Ship_,413400,routine_entry,matches
At_Least_One_Officer_,413460,routine_entry,matches
F_Ship_Icon_From_Node_Ptr_,413521,routine_entry,matches
Okay_To_Set_Relocate_From_Star_,413578,routine_entry,matches
Okay_To_Set_Relocate_To_Star_,413610,routine_entry,matches
Okay_To_Set_Relocate_Star_,413749,routine_entry,matches
Star_Relocation_,414080,routine_entry,matches
Cancel_Star_Relocation_,414251,routine_entry,matches
Draw_Fltscrn_Relocation_Lines_,414330,routine_entry,matches
N_Fltscrn_Ships_Selected_,414616,routine_entry,shorter+unresolved
Crew_Description_String_,414706,routine_entry,matches
Add_Fltscrn_Big_Icon_Fields_,414812,routine_entry,shorter+unresolved
Add_Fltscrn_Small_Icon_Fields_,415186,routine_entry,matches
Build_Fltscrn_Big_Icon_Fields_,415295,routine_entry,shorter+unresolved
Move_Ship_To_Front_Of_List_,415746,routine_entry,shorter+unresolved
Build_Fltscrn_Ship_List_,415837,routine_entry,matches
Button_Underneath_,415961,routine_entry,matches
Create_Blank_Fleet_Icon_,416067,routine_entry,matches
Crew_Efficiency_,416112,routine_entry,shorter+unresolved
Crew_Quality_,416153,routine_entry,matches
Defensive_Bonus_,416211,routine_entry,matches
Draw_Captains_Picture_,416217,routine_entry,matches
Fix_Palette_,416607,routine_entry,matches
Fleet_Screen_Big_Icon_Fields_,416640,routine_entry,shorter+unresolved
Fltscrn_Move_Ships_,417096,routine_entry,matches+unresolved
Fltscrn_Ships_To_Be_Displayed_,417512,routine_entry,matches
Get_2_Selected_Fields_,417657,routine_entry,matches
Get_Filter_Button_Status_,417762,routine_entry,shorter+unresolved
Get_Fltscrn_Big_Icon_XY_,417832,routine_entry,shorter+unresolved
Is_Other_Players_Stack_,417930,routine_entry,shorter+unresolved
Max_Crew_,417972,routine_entry,shorter+unresolved
Max_Marines_,418001,routine_entry,shorter+unresolved
Ok_To_Add_Ship_,418087,routine_entry,shorter
Print_Fltscrn_Scanned_Star_Name_,418213,routine_entry,shorter+unresolved
Print_Scanned_Ship_Data_,419598,routine_entry,matches+unresolved
Scan_Fltscrn_Big_Icons_,421666,routine_entry,shorter+unresolved
Set_Fleet_Screen_Stack_Owner_,421908,routine_entry,shorter+unresolved
Set_Fltscrn_Small_Ship_Icon_XYs_,421960,routine_entry,matches+unresolved
Set_Initial_Stack_Pointer_,422591,routine_entry,matches
Set_Small_Ship_Stack_Pointer_,422596,routine_entry,shorter+unresolved
Write_Fltscrn_Big_Icon_Data_,422802,routine_entry,matches
Clear_All_Selection_Status_,422803,routine_entry,matches
Get_Small_Icon_Animation_Size_,422839,routine_entry,matches
Message_Box_,422947,routine_entry,matches
Warning_Box_,422963,routine_entry,matches
Do_Message_Box_,422970,routine_entry,shorter+unresolved
Message_Box_Exploding_,422970,routine_entry,shorter+unresolved
Confirmation_Box_,423512,routine_entry,shorter+unresolved
Confirmation_Box_Exploding_,423512,routine_entry,shorter+unresolved
Do_Confirmation_Box_,423512,routine_entry,shorter+unresolved
Draw_Animating_Message_Box_,424032,routine_entry,shorter+unresolved
Draw_Confirm_Box_,424164,routine_entry,matches
Message_Box_Startup_,424289,routine_entry,shorter+unresolved
Message_Box_Cleanup_,424444,routine_entry,matches
_Print_1_Or_More_Formatted_Lines_Centered_,424564,routine_entry,matches
Print_1_Or_More_Formatted_Lines_Centered_,424663,routine_entry,matches
Design_Name_,424678,routine_entry,matches
Get_Planet_Name_,424744,routine_entry,matches
Get_Planet_Name_No_Prime_,424770,routine_entry,matches
Build_Saved_Ship_Array_,424782,routine_entry,shorter+unresolved
Button_Ship_Node_Ptr_,424869,routine_entry,matches
Clear_All_Star_Relocations_,424881,routine_entry,matches
Clear_Fleet_Box_Selected_Ship_Status_,424945,routine_entry,matches
Clear_Star_Relocation_,424967,routine_entry,matches
Colony_Player_Color_,424991,routine_entry,matches
Colony_Player_Palette_Color_,425014,routine_entry,matches
Design_Armor_,425049,routine_entry,matches
Design_Computer_,425080,routine_entry,matches
Design_Cost_,425111,routine_entry,matches
Design_Drive_,425142,routine_entry,matches
Design_Picture_Num_,425173,routine_entry,matches
Design_Shield_,425204,routine_entry,matches
Current_Design_Size_,425235,routine_entry,matches
Design_Structural_Points_,425266,routine_entry,matches
Design_Weapon_,425321,routine_entry,shorter+unresolved
Design_Weapon_Ammo_,425358,routine_entry,matches
Design_Weapon_Count_,425394,routine_entry,matches
Design_Weapon_Firing_Arc_,425430,routine_entry,matches
Design_Weapon_Specials_,425466,routine_entry,shorter+unresolved
Do_Get_Planet_Name_,425503,routine_entry,matches
Enemy_Ship_Going_To_My_Colony_,425709,routine_entry,matches+unresolved
Fleet_Movement_Icon_Selected_,425821,routine_entry,matches
Fleet_Movement_Icon_Ship_Stack_,425843,routine_entry,matches+unresolved
Fleet_Movement_Owner_,425950,routine_entry,matches
Ship_Stack_Owner_,425961,routine_entry,matches
Ship_Owner_,425973,routine_entry,extends
Fleet_Movement_Ship_Id_,426003,routine_entry,matches
Get_Fleet_Box_Selected_Ship_Ids_,426026,routine_entry,matches
Get_Stack_Start_From_Saved_Ship_Array_,426195,routine_entry,shorter+unresolved
Is_Combat_Ship_,426370,routine_entry,matches
Last_Colony_Selected_,426398,routine_entry,matches
N_Colonies_At_Star_,426602,routine_entry,matches
N_Star_Relocations_,426733,routine_entry,matches
Node_Ptr_From_Ship_Id_,426795,routine_entry,matches
Node_Ptr_From_Ship_Stack_,426858,routine_entry,shorter+unresolved
Orion_Owner_,426904,routine_entry,matches
Planet_Orbit_,426989,routine_entry,matches
Planet_Player_Color_,427009,routine_entry,matches
Planet_Player_Palette_Color_,427030,routine_entry,matches
Player_Can_Order_Ship_,427069,routine_entry,matches
Player_Has_Tech_,427095,routine_entry,shorter+unresolved
Race_Name_String_,427127,routine_entry,matches
Race_Name_,427168,routine_entry,matches
Relocation_,427248,routine_entry,matches
Set_All_Colony_Auto_Select_Flags_,427271,routine_entry,matches
Set_All_Star_Relocations_,427500,routine_entry,matches
Set_Colony_Auto_Select_For_Star_,427563,routine_entry,matches
Set_Last_Colony_Selected_,427753,routine_entry,matches
Save_Hotseat_Fleet_Box_Ship_,427822,routine_entry,shorter+unresolved
Set_Hotseat_Fleet_Box_To_Last_Stack_,427888,routine_entry,shorter+unresolved
Set_Relocation_,428010,routine_entry,matches
Ship_Icon_Id_From_Node_Ptr_,428032,routine_entry,matches
Ship_Icon_Owner_,428153,routine_entry,matches
Ship_Icon_Ship_Id_,428169,routine_entry,matches
System_Ship_Scanned_To_Ship_Id_,428194,routine_entry,matches
Ship_Icon_Star_Id_,428206,routine_entry,matches
Ship_Icon_X_,428247,routine_entry,matches
Ship_Icon_Y_,428290,routine_entry,shorter
Ship_Player_Palette_Color_,428487,routine_entry,matches
Ship_Stack_From_Saved_Array_,428500,routine_entry,shorter+unresolved
Ship_Stack_From_Ship_Icon_,428730,routine_entry,shorter+unresolved
Ship_Stack_From_Ship_Id_,428814,routine_entry,shorter+unresolved
Ship_Stack_Location_,428947,routine_entry,matches
Ship_Stack_Star_Id_,428947,routine_entry,matches
Ship_Stack_X_,428978,routine_entry,matches
Ship_Stack_Y_,429007,routine_entry,matches
Ship_Status_,429036,routine_entry,matches
Special_Is_Planet_Special_,429147,routine_entry,matches
Stack_Ship_Orbiting_Planet_,429183,routine_entry,shorter+unresolved
Star_Has_Relocation_,429204,routine_entry,matches
Star_Player_Color_,429232,routine_entry,shorter+unresolved
Star_Player_Palette_Color_,429232,routine_entry,shorter+unresolved
System_Planet_Scanned_To_Planet_Id_,429275,routine_entry,matches
System_Ship_Chosen_To_Ship_Icon_Id_,429298,routine_entry,matches
Weapons_Index_From_Tech_App_,429374,routine_entry,matches
Player_Has_Colony_In_System_,429425,routine_entry,matches
Owner_Of_First_Ship_In_Fleet_Box_,429434,routine_entry,matches
Nearest_Star_To_XY_,429446,routine_entry,matches
Absolute_Location_,429575,routine_entry,matches
Actual_Star_Id_,429613,routine_entry,matches
Confirm_Planet_And_Star_Index_Link_,429671,routine_entry,matches
Contact_With_One_Colony_,429899,routine_entry,matches
Contact_With_Player_,430008,routine_entry,matches
Decrement_Zoom_Count_,430054,routine_entry,shorter+unresolved
Empty_System_,430081,routine_entry,matches
Enemy_Has_Colony_At_Star_,430135,routine_entry,matches
Get_Map_Scale_,430244,routine_entry,matches+unresolved
Get_Player_Font_Colors_,430392,routine_entry,matches+unresolved
Get_Scaled_Value_,430700,routine_entry,matches
Get_Up_Scaled_Value_,430719,routine_entry,matches
Get_Zoom_Ratio_Value_,430739,routine_entry,matches
Habitable_Spectral_Class_,430761,routine_entry,matches
Harold_Defaults_,430787,routine_entry,shorter+unresolved
Harold_Init_,431660,routine_entry,shorter+unresolved
Has_Colony_,431726,routine_entry,matches
Increment_Zoom_Count_,431807,routine_entry,matches
Increment_Zoom_Count_With_Limit_,431842,routine_entry,matches
Init_Fleet_Movement_Box_,431903,routine_entry,shorter+unresolved
Init_Moving_Boxes_,431958,routine_entry,shorter+unresolved
Init_System_Display_Box_,432093,routine_entry,shorter+unresolved
Inverse_Map_Scale_Ratio_,432189,routine_entry,matches
Is_Colony_Star_,432250,routine_entry,matches
Is_Home_Star_,432324,routine_entry,matches
Galaxy_Size_From_N_Stars_,432338,routine_entry,shorter+unresolved
Map_Scale_To_Zoom_Level_,432407,routine_entry,shorter+unresolved
N_Colony_Owners_,432505,routine_entry,matches
Colony_Owners_,432631,routine_entry,matches
N_Food_Planets_In_System_,432872,routine_entry,matches
N_Planets_In_System_,432941,routine_entry,matches
N_Player_Ships_,433011,routine_entry,matches
N_Satellites_,433070,routine_entry,matches
No_Planets_In_System_,433119,routine_entry,matches
N_Turns_To_Star_,433131,routine_entry,matches
Planet_Data_Screen_,433180,routine_entry,matches
Planet_Has_Outpost_,433181,routine_entry,matches
Planet_Index_,433236,routine_entry,matches
Planet_Number_,433259,routine_entry,matches
Planet_Type_,433362,routine_entry,matches
Player_Has_Artemis_Net_,433401,routine_entry,matches
Player_Has_Colony_,433436,routine_entry,matches
Star_Has_Dimensional_Portal_,433472,routine_entry,matches
Star_Has_Artemis_Net_,433480,routine_entry,matches
Player_Has_Dimensional_Portal_,433488,routine_entry,matches
Player_Has_Jumpgate_,433512,routine_entry,matches
Player_Has_Outpost_,433542,routine_entry,matches
Player_Has_Stargate_,433642,routine_entry,matches
Player_Is_Omniscient_,433670,routine_entry,shorter+unresolved
Player_Has_Visited_,433714,routine_entry,matches
Player_Sighted_Monster_,433741,routine_entry,matches
Players_Home_Star_,433805,routine_entry,matches
Random_With_Restore_,433925,routine_entry,matches
Randomize_List_,433958,routine_entry,matches
Read_Random_Seed_,434086,routine_entry,matches
Set_All_Visited_Flags_,434139,routine_entry,matches
Set_Player_Font_Style_,434186,routine_entry,shorter+unresolved
Set_Sound_Volume_To_Settings_,434284,routine_entry,matches
Star_Id_From_Colony_Id_,434393,routine_entry,matches
Star_Is_Orion_,434453,routine_entry,matches
Star_Is_Outpost_Star_,434483,routine_entry,matches
Star_Owner_,434600,routine_entry,shorter+unresolved
User_Box_,434783,routine_entry,matches
First_Ship_Orbiting_Star_,435026,routine_entry,matches
Star_XY_To_Ship_Id_,435057,routine_entry,matches
XY_To_Star_Id_,435171,routine_entry,matches
Zoom_Level_Font_Style_,435264,routine_entry,shorter+unresolved
Star_Guarded_By_Monster_,435322,routine_entry,matches+unresolved
At_Least_One_Ship_At_Location_,435491,routine_entry,matches
Get_N_Remaining_Humans_,435535,routine_entry,matches
Get_Picture_Actual_Size_,435590,routine_entry,matches
Draw_Multi_Colored_Box_,435703,routine_entry,matches
Save_Mouse_List_,436117,routine_entry,shorter+unresolved
Restore_Mouse_List_,436175,routine_entry,shorter+unresolved
Clear_Saved_Mouse_List_,436204,routine_entry,shorter+unresolved
Was_Mouse_List_Saved_,436214,routine_entry,shorter+unresolved
Read_Windows_Cmdline_File_,436225,routine_entry,shorter
Load_H_Strings_,436246,routine_entry,matches+unresolved
H_Message_,436624,routine_entry,matches+unresolved
Reload_Language_Strings_,436657,routine_entry,matches
Load_Language_Fonts_,436741,routine_entry,shorter
Get_Font_File_,436787,routine_entry,matches
Write_Language_Setting_File_,436857,routine_entry,shorter
Get_Officer_Data_LBX_Name_,436947,routine_entry,matches
Load_Leader_Titles_,437011,routine_entry,shorter
Get_Monetary_Unit_String_,437158,routine_entry,matches
Set_Language_Race_Names_,437207,routine_entry,matches
Add_Non_Food_Planets_To_List_,437296,routine_entry,matches
Assign_Home_Star_Names_,437361,routine_entry,matches
Build_Home_Star_List_,437523,routine_entry,shorter+unresolved
Build_Min_Star_Distances_,438304,routine_entry,matches+unresolved
Dist_Between_Stars_,438452,routine_entry,matches
Dist_Between_Points_,438523,routine_entry,matches
Enforce_3_Planet_Minimum_,438554,routine_entry,extends
Enforce_Abundant_Minerals_,438802,routine_entry,matches
Enforce_Climate_,438827,routine_entry,matches+unresolved
Enforce_Gravity_,439388,routine_entry,matches+unresolved
Enforce_Medium_Planet_Size_,439476,routine_entry,matches
Enforce_Mineral_Richness_,439514,routine_entry,matches+unresolved
Enforce_Artifacts_Special_,439730,routine_entry,matches
Enforce_Planet_Size_,439763,routine_entry,matches
Enforce_Planet_Type_,439780,routine_entry,matches
Ensure_At_Least_1_Food_Planet_,439857,routine_entry,matches+unresolved
Generate_Home_Worlds_,440525,routine_entry,matches+unresolved
Generate_Home_Worlds_1_,441270,routine_entry,matches
Generate_Orion_,441276,routine_entry,matches
Get_Orion_Star_Id_,441735,routine_entry,matches+unresolved
Get_Starmap_Regions_,442205,routine_entry,matches
Guarantee_A_Planet_At_Min_Dist_,442631,routine_entry,matches
Is_Added_Food_World_,443286,routine_entry,matches+unresolved
Make_One_Planet_,443332,routine_entry,matches
Modify_Home_Worlds_,443567,routine_entry,matches+unresolved
Randomize_Home_Worlds_,444143,routine_entry,matches
Remove_Specials_,444221,routine_entry,matches
Set_Up_Home_Gen_Msg_,444302,routine_entry,shorter+unresolved
Star_Has_Planet_,444646,routine_entry,matches
Random_Planet_,444750,routine_entry,shorter
Upgrade_Planet_Guarded_By_Monster_,444910,routine_entry,matches
Set_Special_For_Star_Guarded_By_Monster_,445308,routine_entry,matches
Usable_Orbit_,445621,routine_entry,matches
qsort_star_dist_list_,445859,routine_entry,matches
qsort_1_,445888,routine_entry,matches
Make_System_Monsters_,445893,routine_entry,shorter+unresolved
Active_Save_Slot_Invalid_,446518,routine_entry,shorter+unresolved
Add_Game_Popup_Fields_,446561,routine_entry,shorter+unresolved
Allocate_Data_Space_For_Game_Popup_,448658,routine_entry,matches
Bad_Game_File_Message_,448755,routine_entry,matches
Check_For_Saved_Games_,448852,routine_entry,matches
Darken_Main_Screen_Background_,449043,routine_entry,matches
Do_Load_Game_Popup_,449142,routine_entry,shorter+unresolved
Do_Main_Game_Popup_,449857,routine_entry,matches+unresolved
Do_Options_Game_Popup_,450575,routine_entry,matches+unresolved
Do_Save_Game_Popup_,450900,routine_entry,matches+unresolved
Fiz_Game_Popup_,451857,routine_entry,matches
Fiz_Game_Popup_Autofuction_,451859,routine_entry,matches
Restore_Game_Popup_,451860,routine_entry,shorter+unresolved
Restore_Main_Screen_,451964,routine_entry,shorter+unresolved
Game_Popup_User_Box_,451994,routine_entry,matches
Get_File_Date_String_,452105,routine_entry,matches
Get_Game_Popup_Colors_,452289,routine_entry,shorter+unresolved
Get_Save_Game_Date_Strings_,452434,routine_entry,matches
Get_Star_Date_Strings_,452607,routine_entry,matches
Load_Month_Names_,452883,routine_entry,matches
Load_Game_Popup_Pictures_,453212,routine_entry,matches
Print_Load_Save_To_Bitmap_,453965,routine_entry,matches
Print_Main_Game_To_Bitmap_,453990,routine_entry,shorter+unresolved
Print_Options_To_Bitmap_,454065,routine_entry,matches
Pull_Down_Game_Popup_,454084,routine_entry,matches
Push_Up_Game_Popup_,454105,routine_entry,matches
Animate_Game_Popup_,454130,routine_entry,matches+unresolved
Set_Current_Game_Option_Flags_,454639,routine_entry,shorter+unresolved
Update_Game_Settings_,454988,routine_entry,matches
_Draw_Load_Save_Game_Popup_,455174,routine_entry,shorter+unresolved
_Draw_Main_Game_Popup_,456449,routine_entry,matches+unresolved
_Draw_Options_Game_Popup_,457256,routine_entry,shorter+unresolved
_Game_Popup_,459055,routine_entry,shorter+unresolved
qsort_debug_,459728,routine_entry,matches
Load_Mainmenu_Load_Game_Popup_,459737,routine_entry,matches
Mainmenu_Load_Game_Popup_,459959,routine_entry,shorter+unresolved
Set_Up_Load_Save_Popup_,460118,routine_entry,shorter+unresolved
Remove_Embedded_Special_Codes_,460376,routine_entry,matches
Embed_Special_Color_Codes_,460450,routine_entry,matches
Auto_Save_Last_Saved_Game_,460565,routine_entry,shorter+unresolved
Auto_Load_Last_Saved_Game_,460710,routine_entry,shorter+unresolved
Draw_Darkened_Load_Button_,460865,routine_entry,matches
Draw_Darkened_New_Game_Button_,460909,routine_entry,matches
Set_Music_For_Game_Popup_,460946,routine_entry,matches
Set_Sound_For_Game_Popup_,461080,routine_entry,matches
Add_Fields_For_Language_,461230,routine_entry,shorter+unresolved
Add_Main_Menu_Fields_,461540,routine_entry,shorter+unresolved
Change_Font_Color_Values_,461935,routine_entry,matches
Copy_Credit_String_To_Bitmap_,461962,routine_entry,shorter+unresolved
Do_Main_Menu_File_Animation_,462260,routine_entry,shorter+unresolved
Do_Mainmenu_Load_Screen_,463047,routine_entry,matches
Draw_Credits_,463175,routine_entry,shorter+unresolved
Main_Menu_Fade_Function_,463745,routine_entry,matches
Main_Menu_Fade_Function2_,463765,routine_entry,matches
Draw_Main_Menu_File_Animation_,463775,routine_entry,matches
Draw_Main_Menu_Screen_,463780,routine_entry,shorter+unresolved
Get_File_Animation_Block_Space_,464171,routine_entry,matches
Get_File_Animation_Total_Frames_,464199,routine_entry,shorter+unresolved
Load_Credits_,464235,routine_entry,shorter+unresolved
Main_Menu_Screen_,464626,routine_entry,shorter+unresolved
Reload_Main_Menu_Screen_,465598,routine_entry,shorter
Init_Credits_,465788,routine_entry,shorter
Buffer_Reload_Star_Bg_,466100,routine_entry,matches
Get_Star_Picture_Seg_,466131,routine_entry,matches
Add_Cheats_,466197,routine_entry,matches
Add_Map_Fields_,466291,routine_entry,shorter+unresolved
Add_Reply_To_Diplomacy_Request_Fields_,467366,routine_entry,matches
Add_Star_Fields_,467631,routine_entry,matches+unresolved
Allocate_First_Screen_Seg_,467784,routine_entry,matches
Center_Map_,467851,routine_entry,shorter+unresolved
Change_Home_Star_Name_,468124,routine_entry,matches
Check_For_Diplomacy_Request_,468236,routine_entry,shorter
Check_Function_Keys_,468392,routine_entry,shorter
Check_Hot_Keys_,469001,routine_entry,matches+unresolved
Check_Mouse_XY_Fields_,469697,routine_entry,shorter+unresolved
Check_Ships_XY_,469992,routine_entry,shorter+unresolved
Check_Stars_XY_,470199,routine_entry,shorter+unresolved
Clear_Mox_Mouse_Field_,470402,routine_entry,matches
Clear_Twinkling_Star_Data_,470427,routine_entry,shorter+unresolved
Convert_Coords_,470472,routine_entry,matches
Cycle_Ship_Icons_,470527,routine_entry,shorter+unresolved
Cycle_Star_Icons_,471084,routine_entry,matches
Do_Colony_Screen_,471310,routine_entry,matches+unresolved
Do_Fleet_Popup_,471473,routine_entry,shorter+unresolved
Do_Next_Turn_,472081,routine_entry,shorter+unresolved
Do_Reply_To_Diplomacy_Request_,472398,routine_entry,shorter+unresolved
Do_System_Popup_,472681,routine_entry,matches
Draw_A_Gate_Icon_,472897,routine_entry,extends+unresolved
Draw_A_Star_,473858,routine_entry,shorter+unresolved
Draw_Black_Holes_,474105,routine_entry,matches
Draw_Diplomacy_Request_Lights_,474374,routine_entry,matches+unresolved
Draw_ETA_Destination_Line_,474602,routine_entry,matches
Draw_Exploding_Plasma_Box_,474877,routine_entry,shorter+unresolved
Draw_Game_Turn_Buttons_,475991,routine_entry,shorter
Draw_Fleet_Box_Selected_Ship_Seg_,476083,routine_entry,matches
Draw_Main_Main_Screen_,476174,routine_entry,matches
Draw_Main_Screen_,476501,routine_entry,shorter+unresolved
Draw_Main_Screen_Before_Stencil_,477644,routine_entry,matches
Draw_Main_Screen_Filled_,477845,routine_entry,matches
Draw_Main_Screen_For_Zooming_,478158,routine_entry,matches
Draw_Main_Screen_While_Moving_Boxes_,478642,routine_entry,shorter+unresolved
Draw_Mini_Main_Screen_,478877,routine_entry,shorter+unresolved
Draw_Nebulae_,479119,routine_entry,shorter+unresolved
Draw_Paralax_,479247,routine_entry,matches
Draw_Player_Done_Lights_,479756,routine_entry,matches
Draw_Relocation_Links_,480032,routine_entry,matches
Draw_Reply_To_Diplomacy_Request_Popup_,480211,routine_entry,shorter+unresolved
Draw_Scanned_Ship_Seg_,480448,routine_entry,matches
Draw_Stars_,480592,routine_entry,shorter+unresolved
Draw_Wormhole_Links_,480659,routine_entry,matches
Filled_Box_,480854,routine_entry,matches
Set_Popup_Draw_XY_,481015,routine_entry,matches
Popup_XY_,481102,routine_entry,matches
Get_Mouse_Field_,481272,routine_entry,matches
Get_New_Paralax_XYs_,481546,routine_entry,shorter+unresolved
Get_PointXY_Draw_Coords_,481983,routine_entry,matches
Get_Ship_Stack_For_Officers_Screen_,482028,routine_entry,shorter+unresolved
Get_Star_Anim_Dimension_,482161,routine_entry,shorter+unresolved
Get_Star_Draw_Coords_,482195,routine_entry,matches
Get_Star_Id_For_Officers_Screen_,482269,routine_entry,shorter
Get_Twinkling_Star_,483119,routine_entry,matches+unresolved
Give_Me_All_Tech_Advances_,483314,routine_entry,matches
Highlight_Star_,483446,routine_entry,matches
Is_Main_Screen_Palette_,483523,routine_entry,matches
Load_Reply_To_Diplomacy_Request_Popup_,483601,routine_entry,matches
Main_Screen_,483720,routine_entry,shorter+unresolved
Main_Screen_Text_Box_,489028,routine_entry,shorter+unresolved
Mini_Main_Screen_Text_Box_,489112,routine_entry,matches
Next_Star_,489179,routine_entry,matches
Previous_Star_,489248,routine_entry,matches
Print_A_Star_Name_,489320,routine_entry,shorter+unresolved
Print_Galaxy_Map_Scanned_Star_,489916,routine_entry,matches
Print_Highlighted_Star_Name_,490233,routine_entry,matches
Print_Main_Screen_Data_,490414,routine_entry,shorter+unresolved
Set_Post_Fitted_Font_Style_,494346,routine_entry,matches
Print_Star_Name_To_Bitmap_,494427,routine_entry,matches
Print_Star_Names_,494775,routine_entry,matches
Redraw_Main_Screen_,494905,routine_entry,matches+unresolved
Redraw_Main_Screen_Without_Boxes_,495169,routine_entry,matches
Restore_Hotseat_Map_Info_,495194,routine_entry,shorter+unresolved
Save_Hotseat_Map_Info_,495453,routine_entry,shorter+unresolved
Scan_Fleet_Movement_Box_Fields_,495581,routine_entry,matches
Scan_Galaxy_Map_Fields_,495855,routine_entry,matches+unresolved
Scan_Moveable_Box_Fields_,496003,routine_entry,shorter+unresolved
Scan_Ships_XY_,497319,routine_entry,matches+unresolved
Scan_Stars_XY_,497612,routine_entry,matches+unresolved
Scan_System_Display_Fields_,498091,routine_entry,matches+unresolved
Scroll_Map_,499193,routine_entry,shorter+unresolved
Clear_Main_Screen_Fields_,499594,routine_entry,shorter+unresolved
Set_Main_Screen_Fields_To_Null_,499594,routine_entry,shorter+unresolved
Set_Painted_Fleet_Fields_,499895,routine_entry,matches+unresolved
Set_Reload_Fleet_Box_Palette_Flag_,500057,routine_entry,shorter+unresolved
Ship_Can_Be_Selected_,500074,routine_entry,matches
Star_On_Screen_,500104,routine_entry,matches
Exit_Zooming_Mode_,500164,routine_entry,shorter
Toggle_Game_Option_,500246,routine_entry,matches
Get_Star_Name_Info_,500711,routine_entry,shorter+unresolved
Update_Ship_Icons_In_Between_Turns_,500932,routine_entry,matches
Update_Star_Owners_,500995,routine_entry,matches
Zoom_Box_Height_,501048,routine_entry,matches
Zoom_Box_Width_,501064,routine_entry,matches
Set_Player_Cheated_Flag_,501074,routine_entry,shorter+unresolved
Warn_About_Cheating_Players_,501105,routine_entry,shorter+unresolved
Fade_Into_Main_Screen_,501442,routine_entry,shorter
Get_Research_Unit_String_,501756,routine_entry,shorter
Begin_Of_Turn_,501835,routine_entry,shorter+unresolved
Building_Outposts_In_Main_Screen_,502138,routine_entry,shorter+unresolved
Check_Fleet_Movement_Box_Status_,502595,routine_entry,matches
Distance_Between_Stars_Screen_,502637,routine_entry,shorter+unresolved
Do_Begin_Of_Turn_,503170,routine_entry,matches+unresolved
Draw_Main_Screen_For_Star_Distances_,503630,routine_entry,matches+unresolved
Main_Screen_Report_Handler_,504187,routine_entry,matches+unresolved
Planet_Colonization_In_Main_Screen_,504542,routine_entry,shorter+unresolved
Redraw_Main_Screen_After_Popups_,505036,routine_entry,matches
Restore_Fleet_Box_Palette_,505061,routine_entry,shorter+unresolved
Scrap_Freighters_,505113,routine_entry,matches+unresolved
Unloading_Transports_In_Main_Screen_,505765,routine_entry,shorter+unresolved
Reports_Screen_,506198,routine_entry,shorter+unresolved
Show_Command_Points_Screen_,506553,routine_entry,shorter
Assert_Class_To_Group_,506704,routine_entry,matches
Assign_Marooned_Heroes_,506705,routine_entry,matches
Write_Map_Gen_Data_,506882,routine_entry,matches
Clear_Planets_In_Star_Structure_,506883,routine_entry,matches
Enforce_Planet_Max_,506937,routine_entry,matches
Gas_Giants_,507469,routine_entry,matches
Generate_Climate_,507563,routine_entry,matches
Generate_Food_Per_Farmer_,507811,routine_entry,matches
Generate_Gravity_Class_,507872,routine_entry,matches
Generate_Max_Farms_,507934,routine_entry,matches
Generate_Mineral_Class_,507995,routine_entry,matches
Generate_Nebulas_,508057,routine_entry,shorter+unresolved
Generate_Number_Of_Nebulas_,509139,routine_entry,shorter
Generate_Number_Of_Satellites_,509223,routine_entry,matches+unresolved
Generate_Orbit_,509287,routine_entry,matches
Generate_Satellite_,509399,routine_entry,matches
Set_Secondary_Planet_Data_,509632,routine_entry,matches
Generate_Satellite_Type_,509694,routine_entry,matches+unresolved
Generate_Size_,509905,routine_entry,matches+unresolved
Generate_Spectral_Class_,509959,routine_entry,matches
Get_A_Planet_Or_Star_Special_,510016,routine_entry,matches+unresolved
Generate_Star_Special_,510867,routine_entry,shorter+unresolved
Generate_Wormhole_Links_,510997,routine_entry,shorter+unresolved
Get_Climate_Modifier_,511234,routine_entry,matches
Get_Minerals_Extracted_,511296,routine_entry,matches
Get_Planet_Group_,511317,routine_entry,shorter+unresolved
Get_Random_Orbit_,511401,routine_entry,matches
Get_Valid_Orbit_,511506,routine_entry,matches
Home_Planet_,511660,routine_entry,shorter
Init_Main_Screen_,511753,routine_entry,extends
Nebula_Data_Test_,511833,routine_entry,shorter
Set_Star_XYs_,511999,routine_entry,matches
Star_XY_Invalid_,513085,routine_entry,matches
Randomize_Star_Names_,513538,routine_entry,matches
Set_Black_Hole_Visited_Flags_,513629,routine_entry,matches
Set_Default_Nebula_Data_,513671,routine_entry,matches
Set_Wormhole_Id_,513750,routine_entry,matches
Black_Hole_Fix_,514209,routine_entry,matches
Load_Nebula_Pictures_,514567,routine_entry,shorter+unresolved
Universe_Generation_,514792,routine_entry,shorter+unresolved
Write_Other_Mapgen_Stuff_,516735,routine_entry,matches
Planet_Generation_,516736,routine_entry,matches
N_Empty_Stars_,516868,routine_entry,matches
Build_Min_Point_Distances_,516929,routine_entry,matches+unresolved
Get_Star_Name_,517265,routine_entry,shorter
Font_Colors_,517344,routine_entry,matches
Font_Colors2_,517573,routine_entry,matches
Get_Comma_String_,517854,routine_entry,shorter
Min_Font_Colors_,518178,routine_entry,shorter
Bit_Value_To_Num_,518477,routine_entry,matches
