name,offset,classification,cfg_status
Industry_Sanity_Check_,814464,routine_entry,matches
Colony_AI_Given_Tax_,814621,routine_entry,shorter+unresolved
Colony_AI_,814804,routine_entry,shorter+unresolved
All_Colony_AI_,814951,routine_entry,matches+unresolved
Assign_Fleet_Officer_,815066,routine_entry,matches
Reassign_Fleet_Officer_,815224,routine_entry,matches
Assign_Star_Officer_,815473,routine_entry,shorter+unresolved
Assign_Unassigned_Leaders_,816084,routine_entry,matches
Do_AI_Leaders_,816185,routine_entry,matches+unresolved
Sort_colonizable_,816738,routine_entry,matches
AI_May_Attack_Player_,816745,routine_entry,matches
Get_Colonizable_Planets_,816824,routine_entry,matches
Delete_Already_Assigned_Planets_,816996,routine_entry,matches+unresolved
Move_Ships_With_Possible_Intermediate_,817443,routine_entry,matches
Get_Best_Unescorted_Colony_Ship_,817992,routine_entry,matches
Get_Enemy_Strength_On_Turn_,818180,routine_entry,matches
Ship_Rough_Strength_At_Star_,818515,routine_entry,matches
Ship_Min_Strength_Versus_Players_At_Star_,818996,routine_entry,matches
Get_Best_Escorted_Colony_Ship_,819191,routine_entry,matches+unresolved
I_Soonest_Enemy_Colony_Ship_,821179,routine_entry,matches
Sort_candidate_stars_,821319,routine_entry,matches
Star_Has_Monster_,821547,routine_entry,matches
Assign_New_Colony_Ship_Destinations_,821615,routine_entry,shorter+unresolved
Best_Uncolonized_Undestined_Planet_,822393,routine_entry,shorter+unresolved
Enemy_Colony_Worth_To_Player_,822545,routine_entry,shorter+unresolved
Player_Is_Hostile_To_Player_,822753,routine_entry,matches
N_Enemy_Stars_Reachable_,822866,routine_entry,matches
Compute_Attack_Worthiness_,822994,routine_entry,matches
Gather_Player_Ships_At_Star_,824312,routine_entry,matches+unresolved
Find_Best_Attack_From_Star_,824499,routine_entry,shorter+unresolved
Launch_Attacks_,825326,routine_entry,matches
Knock_Out_Impossible_Interceptions_,825407,routine_entry,shorter
Gather_Intercepting_Ships_,825816,routine_entry,matches
Interceptions_,825982,routine_entry,shorter+unresolved
Intercept_Invaders_,827269,routine_entry,shorter+unresolved
Move_To_Stage_Points_,828549,routine_entry,shorter+unresolved
Move_Transports_,829852,routine_entry,shorter+unresolved
Move_To_Unexplored_Stars_,831444,routine_entry,matches+unresolved
Launch_Sneak_Attack_,832087,routine_entry,matches+unresolved
Mark_Flee_Stars_,832485,routine_entry,matches+unresolved
Move_AI_,832638,routine_entry,shorter+unresolved
Sort_npc_dests_,833113,routine_entry,matches
NPC_Dest_,833234,routine_entry,matches+unresolved
Move_NPCs_,833752,routine_entry,matches+unresolved
Move_All_AI_,834345,routine_entry,matches+unresolved
Find_Opportunity_Attack_Aux_,834463,routine_entry,shorter+unresolved
Find_Opportunity_Attack_,834652,routine_entry,matches
Player_Threatens_Player_,834760,routine_entry,shorter+unresolved
Number_Of_Attacks_Underway_,835000,routine_entry,matches
Compute_Defensive_Stage_Points_,835204,routine_entry,matches+unresolved
AI_Tech_Select_,836232,routine_entry,shorter+unresolved
Player_Best_Ship_Shield_,836339,routine_entry,matches+unresolved
Player_Best_Armor_,836387,routine_entry,matches+unresolved
Player_Best_Computer_,836431,routine_entry,matches+unresolved
Player_Best_Fuel_,836475,routine_entry,matches+unresolved
Player_Best_Planetary_Shield_,836522,routine_entry,matches
Player_Best_Drive_,836579,routine_entry,matches+unresolved
Player_Best_Rifle_,836630,routine_entry,matches+unresolved
Player_Best_Personal_Shield_,836681,routine_entry,matches+unresolved
Compute_AI_Tech_Info_,836732,routine_entry,matches+unresolved
All_AI_Tech_Select_,838249,routine_entry,shorter+unresolved
Get_Max_Technology_Value_,838382,routine_entry,shorter+unresolved
System_Proximity_Count_,838471,routine_entry,matches
Apply_Evolutionary_Upgrades_,838576,routine_entry,matches
AI_Agrees_To_Trade_Agreement_,838705,routine_entry,matches+unresolved
AI_Agrees_To_Research_Agreement_,838787,routine_entry,matches+unresolved
Handle_Leader_At_Lost_Colony_,838860,routine_entry,matches
Destroy_Colony_,839084,routine_entry,matches
Resolve_Bomb_Hit_,839357,routine_entry,shorter+unresolved
Resolve_Biological_Hit_,839998,routine_entry,shorter+unresolved
Apply_Bomb_Hits_,840434,routine_entry,matches
Receive_Chat_Msg_,840529,routine_entry,matches+unresolved
Send_Chat_Msg_,840632,routine_entry,matches
Send_GNN_Chat_Msg_,840746,routine_entry,matches
_minerals_per_mine,840885,routine_entry,matches
_climate_maintenance_modifiers,840890,routine_entry,matches+unresolved
Load_Colcalc_Strings_,840957,routine_entry,matches
Colony_Officer_,842226,routine_entry,matches
Format_Quotient_,842294,routine_entry,matches
Mixed_Race_Morale_Penalty_,842452,routine_entry,matches
Colony_Morale_,842533,routine_entry,extends
Show_Morale_,843515,routine_entry,matches
Gravity_Player_Production_Factor_,843564,routine_entry,matches+unresolved
Colony_Pop_Prod_Produced_,843731,routine_entry,extends
Colony_Food2_Per_Farmer_,843838,routine_entry,matches+unresolved
Colony_Empire_Base_Food2_Produced_,843974,routine_entry,matches+unresolved
Colony_Pop_Base_Prod_Produced_,844332,routine_entry,extends
Colony_Job_Production_,844416,routine_entry,shorter+unresolved
Colony_Food_Production_,845412,routine_entry,matches+unresolved
Show_Food_Production_,846621,routine_entry,matches
Colony_Food_Maintenance_,846667,routine_entry,shorter+unresolved
Colony_Industry_Per_Worker_,846997,routine_entry,shorter+unresolved
Colony_Empire_Base_Industry_Produced_,847175,routine_entry,matches+unresolved
Colony_Industry_Production_,847387,routine_entry,matches+unresolved
Show_Industry_Production_,849176,routine_entry,matches
Colony_Industry_Maintenance_,849222,routine_entry,shorter+unresolved
Colony_Replicators_,849519,routine_entry,extends+unresolved
Colony_Is_Blockaded_,850113,routine_entry,matches
Pass_Out_Imports_,850160,routine_entry,matches+unresolved
Colony_Research_Per_Scientist_,851398,routine_entry,matches+unresolved
Colony_Empire_Base_Research_Produced_,851575,routine_entry,shorter+unresolved
Colony_Research_Production_,851828,routine_entry,shorter+unresolved
Show_Research_Production_,852931,routine_entry,matches
Colony_BC_Production_,852977,routine_entry,shorter+unresolved
Show_BC_Production_,854216,routine_entry,matches
Colony_Industry_To_Tax_,854262,routine_entry,matches+unresolved
Colony_BC_Maintenance_,854351,routine_entry,shorter+unresolved
Size_Subterranean_Pop_Bonus_,854548,routine_entry,matches
Size_And_Climate_Max_Population_,854552,routine_entry,matches
Player_Effective_Climate_,854601,routine_entry,matches+unresolved
Size_And_Climate_Race_Pop_Limit_,854675,routine_entry,matches+unresolved
Planet_Max_Population_For_Player_,854863,routine_entry,matches+unresolved
Colony_Race_Pop_Limit_,855069,routine_entry,shorter+unresolved
Colony_N_Pops_Of_Empire_,855150,routine_entry,matches
Room_For_Another_Dude_,855195,routine_entry,matches
Ship_Type_Cost_For_Player_,855448,routine_entry,matches
Colony_Product_Cost_,855510,routine_entry,matches+unresolved
Colony_Current_Product_Cost_,855957,routine_entry,matches
Colony_N_Turns_To_Produce_,855972,routine_entry,shorter+unresolved
Colony_Cost_To_Buy_Given_Product_,856066,routine_entry,matches
Colony_Cost_To_Buy_Product_,856197,routine_entry,matches
Colony_Buy_Outright_,856221,routine_entry,matches
Colony_Can_Afford_To_Buy_Product_,856298,routine_entry,matches
Star_Has_Asteroid_Or_Gas_Giant_,856363,routine_entry,matches
Delete_Obsolete_Artifical_Planets_Under_Construction_,856431,routine_entry,matches
Colony_Can_Build_Product_,856508,routine_entry,matches+unresolved
Colony_Pop_Grows_,858169,routine_entry,shorter+unresolved
Colony_Environmental_Stuff_,859373,routine_entry,matches
Pre_Import_Computing_,859481,routine_entry,shorter+unresolved
Colony_Specialty_,859679,routine_entry,shorter+unresolved
Post_Import_Computing_,859763,routine_entry,matches
Colony_Production_Calculation_,859780,routine_entry,matches
Player_Research_Cost_,859798,routine_entry,matches+unresolved
Chance_For_Research_Breakthrough_Aux_,859846,routine_entry,matches
Chance_For_Research_Breakthrough_,859892,routine_entry,matches
Player_N_Turns_Until_Research_Complete_,859940,routine_entry,shorter+unresolved
Leader_At_Anomaly_,860062,routine_entry,matches
Tribute_Received_From_,860103,routine_entry,shorter+unresolved
Compute_Player_Maintenance_,860160,routine_entry,shorter+unresolved
Show_Command_Points_,861764,routine_entry,matches
Compute_Total_Building_Costs_,861809,routine_entry,matches
Player_Owns_Officer_,861920,routine_entry,matches
Update_Player_Stats_,861968,routine_entry,shorter+unresolved
Colony_Calculation_,862832,routine_entry,matches
Star_Colony_Calculation_,862897,routine_entry,matches
All_Colony_Calculations_,863025,routine_entry,matches+unresolved
Do_Colony_Calculations_,863025,routine_entry,matches+unresolved
Do_Player_Colony_Post_Production_,863497,routine_entry,matches
Do_Player_Colony_Calculations_,863602,routine_entry,matches
Apply_Colony_Pop_Growth_,863690,routine_entry,matches+unresolved
Apply_Assimilation_,865366,routine_entry,shorter+unresolved
Produce_Ground_Military_,865814,routine_entry,matches
Housing_Is_Useless_,865975,routine_entry,matches
Apply_Production_,866015,routine_entry,shorter+unresolved
Ghost_Colony_Stuff_,867994,routine_entry,matches
Apply_Colony_Changes_,868206,routine_entry,matches
Apply_All_Colony_Changes_,868316,routine_entry,matches
Advance_Player_Field_,868381,routine_entry,matches+unresolved
Ensure_Uncreative_Field_OK_,868495,routine_entry,matches
Player_May_Get_Tech_App_,868651,routine_entry,shorter+unresolved
Field_Is_Gray_Box_,868827,routine_entry,matches
Player_Gets_Tech_App_,868868,routine_entry,shorter+unresolved
Give_Player_Field_,869392,routine_entry,matches+unresolved
Check_For_Research_Breakthrough_,869600,routine_entry,matches+unresolved
Compute_Player_Total_Known_Tech_Cost_,869685,routine_entry,shorter+unresolved
Eliminate_Player_,869887,routine_entry,matches+unresolved
Do_Surrender_Colony_,870431,routine_entry,matches
Do_Surrender_Star_,870714,routine_entry,matches
May_Surrender_Star_,870921,routine_entry,matches
Surrender_Star_,871091,routine_entry,matches
Do_Surrender_Empire_,871263,routine_entry,matches
May_Surrender_Empire_,871634,routine_entry,shorter+unresolved
Surrender_Empire_,871686,routine_entry,shorter+unresolved
Do_Surrenders_,871881,routine_entry,matches+unresolved
Init_Surrenders_,872020,routine_entry,matches+unresolved
Check_For_Eliminated_Players_,872115,routine_entry,matches
Apply_All_Player_Changes_,872265,routine_entry,matches+unresolved
N_Living_Players_,872490,routine_entry,matches
N_Living_Human_Players_,872542,routine_entry,matches
Compute_Blockades_,872599,routine_entry,matches
Colony_Can_Build_Large_Ships_,873077,routine_entry,matches
Compute_Star_Colony_Stuff_,873110,routine_entry,matches+unresolved
Do_Colony_Owner_Change_Star_Colony_Stuff_,873421,routine_entry,matches
Rebuild_WFI_List_,873479,routine_entry,matches
Compute_All_Star_Colony_Stuff_,873480,routine_entry,matches
Compute_Potential_Colony_Info_,873520,routine_entry,shorter+unresolved
Twiddle_Initial_Homeworld_,873918,routine_entry,matches+unresolved
First_Colony_Of_Player_,874448,routine_entry,matches
Monster_At_Star_,874484,routine_entry,matches
Twiddle_Initial_Homeworlds_,874546,routine_entry,matches+unresolved
Colony_Planetary_Shield_,875239,routine_entry,matches
Get_Player_Max_Population_,875287,routine_entry,matches
Get_System_Population_,875369,routine_entry,matches
Sort_star_weights_,875480,routine_entry,matches
Get_Surrender_System_,875491,routine_entry,matches
Get_Possible_Surrender_Systems_,875732,routine_entry,shorter+unresolved
Player_Name_,876008,routine_entry,matches
Best_Leader_Diplomat_Bonus_,876041,routine_entry,matches
Make_New_Colony_Or_Outpost_,876211,routine_entry,shorter+unresolved
Make_New_Colony_,876657,routine_entry,matches
Make_New_Outpost_,876671,routine_entry,matches
Star_N_Uncolonized_Planets_,876683,routine_entry,matches
Star_N_Colonizable_Planets_For_Player_,876744,routine_entry,matches
Star_N_Outpostable_Planets_For_Player_,876850,routine_entry,matches
Find_Colonize_Players_,876912,routine_entry,matches
Allocate_New_Colony_Slots_,877812,routine_entry,matches+unresolved
AI_Colonize_,878072,routine_entry,matches
All_AI_Colonize_,878582,routine_entry,matches
Load_Combfind_Strings_,878632,routine_entry,matches
Copy_Target_Info_,878851,routine_entry,matches
Send_Star_Player_Presence_,878874,routine_entry,matches
Decode_Star_Player_Presence_,878969,routine_entry,matches
Target_Colony_To_Planet_,879070,routine_entry,matches
Target_Planet_To_Colony_,879095,routine_entry,matches
Get_Combat_Ships_,879116,routine_entry,matches
Update_Player_Needs_To_Attack_,879266,routine_entry,matches
Kill_Noncombat_Ships_,879428,routine_entry,matches
Closest_Other_Colony_Star_,879565,routine_entry,matches
Determine_Retreat_Ships_,879786,routine_entry,matches+unresolved
Process_Retreating_Ships_,880210,routine_entry,matches+unresolved
AI_Can_Retreat_,881411,routine_entry,matches
Russ_Combat_,881475,routine_entry,matches
Expected_Bomb_Hits_,882296,routine_entry,matches
Get_Ship_Strength_Info_,882354,routine_entry,matches
Get_Best_Colony_Target_,882855,routine_entry,matches+unresolved
Human_Confirms_Attack_,883577,routine_entry,matches+unresolved
Get_Local_Human_Target_,883931,routine_entry,shorter+unresolved
Get_AI_Target_,884170,routine_entry,matches+unresolved
Get_NPC_Target_,884777,routine_entry,matches+unresolved
Pick_Attacker_At_Star_,885140,routine_entry,matches
Player_May_Attack_Player_,885297,routine_entry,matches
Collect_Targets_For_Combat_,885428,routine_entry,shorter+unresolved
Some_Star_Player_Is_Busy_,885786,routine_entry,matches
Pick_Star_And_Attacker_,885925,routine_entry,matches+unresolved
Strategic_Results_Popup_,886173,routine_entry,shorter+unresolved
Bomb_Results_Popups_,886263,routine_entry,extends
Has_Stellar_Converter_,886432,routine_entry,matches
N_Enemy_Stars_In_Range_,886503,routine_entry,matches
N_Enemy_Stars_,886585,routine_entry,matches
Player_Owns_Transports_,886646,routine_entry,shorter
Do_Attacker_Beat_Colony_Stuff_,886738,routine_entry,matches+unresolved
Reset_Combat_Ships_At_Current_Star_Has_Player_,889688,routine_entry,matches
Do_1_Combat_,889740,routine_entry,matches+unresolved
Planet_Has_Splinter_Colony_,890985,routine_entry,matches
Find_Planet_At_Star_Satisfying_,890993,routine_entry,matches
Free_Colony_Slot_,891067,routine_entry,matches
Reset_One_Shot_System_Special_,891122,routine_entry,matches
Do_System_Discoveries_At_Star_,891175,routine_entry,extends+unresolved
Do_Dragon_Bribe_,892115,routine_entry,matches
Search_For_Battles_,892258,routine_entry,shorter+unresolved
Client_Combat_Loop_,893681,routine_entry,shorter+unresolved
GNN_Reports_Combat_,895178,routine_entry,matches
Do_Nonhuman_Attack_Against_Human_,895259,routine_entry,shorter+unresolved
Do_Net_Combat_Update_,895649,routine_entry,shorter+unresolved
Compute_Contacts_,897426,routine_entry,matches+unresolved
_orbit_consts,898241,routine_entry,matches
Points_On_Same_Side_Of_Line_,898269,routine_entry,matches
Point_Within_D_Of_Seg_,898353,routine_entry,matches
Collect_Black_Holes_,899013,routine_entry,matches
Black_Hole_Blocks_Points_,899069,routine_entry,matches
Initialize_Black_Hole_Blocks_,899197,routine_entry,matches
Point_Is_In_Nebula_N_,899528,routine_entry,matches
Point_Is_In_Some_Nebula_,899642,routine_entry,matches+unresolved
Star_Is_In_Some_Nebula_,899708,routine_entry,matches
Initialize_Star_In_Nebula_Info_,899734,routine_entry,matches
Point_Is_In_Warp_Field_Interdictor_Of_Star_,899779,routine_entry,matches
Move_Player_1_Turn_To_Star_,899852,routine_entry,matches
Union_Find_,900274,routine_entry,matches
Map_Is_Connected_,900480,routine_entry,shorter+unresolved
Parsecs_Between_Points_,900729,routine_entry,matches
Parsecs_Between_Stars_,900791,routine_entry,matches
Get_Orbit_Display_X_Y_,900843,routine_entry,shorter+unresolved
Get_Orbit_From_X_Y_,901067,routine_entry,matches
Actual_Expected_Damage_,901342,routine_entry,matches
Compute_Player_Ground_Combat_Bonuses_,901468,routine_entry,matches
Compute_Colony_Officer_Bonus_,901807,routine_entry,matches
Compute_Attacker_Officer_Bonus_,901885,routine_entry,matches
Find_Troops_,902048,routine_entry,shorter
Compute_Ground_Combat_Info_,902094,routine_entry,matches
Ground_Combat_Round_,902398,routine_entry,matches
Resolve_Ground_Combat_,902657,routine_entry,matches
Colony_N_Militia_,902686,routine_entry,matches
Get_Rebellion_Info_,902746,routine_entry,matches
Get_Boarding_Info_,903015,routine_entry,matches
Get_Invasion_Info_,903217,routine_entry,matches
Enforce_Population_Limits_At_Colony_,903548,routine_entry,matches
Assign_New_Home_Planet_,904037,routine_entry,matches
Change_Pop_Ownership_,904183,routine_entry,shorter+unresolved
Resolve_Invasion_Troops_,904709,routine_entry,shorter+unresolved
Resolve_Rebellion_Troops_,904906,routine_entry,matches+unresolved
Change_Colony_Ownership_,905025,routine_entry,shorter+unresolved
Check_Rebellion_,905824,routine_entry,matches+unresolved
Check_All_Rebellions_,906314,routine_entry,matches
Invade_,906379,routine_entry,shorter+unresolved
Colony_Infantry_Limit_,906653,routine_entry,shorter+unresolved
Colony_Infantry_Barracks_Limit_,906727,routine_entry,shorter+unresolved
Colony_Tank_Limit_,906781,routine_entry,shorter+unresolved
Colony_Tank_Barracks_Limit_,906868,routine_entry,shorter+unresolved
Unload_Transports_,906935,routine_entry,matches+unresolved
Compute_Colony_Ground_Combat_Info_,907027,routine_entry,matches
Compute_Stars_In_Range_Of_Player_,907171,routine_entry,shorter+unresolved
Player_Lose_Out_Of_Range_Ships_,907311,routine_entry,matches
Lose_Out_Of_Range_Ships_,907455,routine_entry,shorter
Kill_Research_Buildings_,907528,routine_entry,matches+unresolved
Building_Worth_,907756,routine_entry,matches+unresolved
Phase1_Building_,908002,routine_entry,shorter+unresolved
Phase2_Building_,908061,routine_entry,shorter+unresolved
Phase3_Building_,908077,routine_entry,matches
Kill_Buildings_,908085,routine_entry,matches
Kill_Spy_,908479,routine_entry,matches
Ship_Is_At_Colony_,908659,routine_entry,matches
Ship_Scrap_Value_,908760,routine_entry,matches
Kill_Ships_,908791,routine_entry,matches
Make_Scrap_Ships_Dead_,909202,routine_entry,matches
Kill_Leaders_,909280,routine_entry,matches
Player_Maintenance_,909488,routine_entry,shorter+unresolved
Load_Msg_Strings_,910497,routine_entry,matches
Allocate_Msg_Slots_,912186,routine_entry,matches
First_Msg_For_Player_,912376,routine_entry,shorter+unresolved
N_Msgs_For_Player_,912386,routine_entry,shorter+unresolved
sprintf_msg_,912536,routine_entry,matches
Add_Msg_,914985,routine_entry,matches
Add_Msg_All_,915134,routine_entry,matches
Goto_Msg_Colony_,915184,routine_entry,matches+unresolved
Add_Diplomacy_Msg_,915302,routine_entry,matches+unresolved
Add_War_Msg_,915453,routine_entry,matches
Add_Peace_Msg_,915463,routine_entry,matches
Add_Alliance_Msg_,915471,routine_entry,matches
Add_Nonaggression_Msg_,915479,routine_entry,matches
Add_Peace_Ended_Msg_,915487,routine_entry,matches
Add_Ongoing_Event_Msgs_,915495,routine_entry,shorter+unresolved
Add_Banner_Field_,916154,routine_entry,shorter+unresolved
Add_Choose_Net_Plyrs_Fields_,916304,routine_entry,shorter+unresolved
Add_Net_Next_Turn_Fields_,916714,routine_entry,matches
Add_Load_MP_Game_Screen_Fields_,917114,routine_entry,matches+unresolved
Add_Choose_Multi_Net_Game_Fields_,917383,routine_entry,shorter+unresolved
Add_MP_Setup_Screen_Fields_,917658,routine_entry,shorter+unresolved
Add_Modem_Setup_Fields_,918514,routine_entry,shorter+unresolved
Add_Modem_String_Fields_,919160,routine_entry,matches
Add_Waiting_For_Joiners_Field_,919553,routine_entry,matches
Print_Modem_Strings_,919631,routine_entry,matches
Add_NullModem_Setup_Fields_,919875,routine_entry,shorter+unresolved
Valid_Net_Games_,920429,routine_entry,matches
Check_Modem_Init_Help_Fields_,920460,routine_entry,matches
Choose_Multi_Network_Game_Screen_,920718,routine_entry,matches+unresolved
Choose_Network_Plyrs_Screen_,921111,routine_entry,shorter+unresolved
Confirmation_Of_Opponent_Joining_,921702,routine_entry,matches
Draw_Net_Next_Turn_Screen_,921717,routine_entry,shorter+unresolved
Draw_Choose_Net_Plyrs_Screen_,923246,routine_entry,shorter+unresolved
Draw_Generic_Net_Info_Screen_,924103,routine_entry,shorter+unresolved
Draw_Join_Net_Screen_,924103,routine_entry,shorter+unresolved
Draw_Choose_Multi_Net_Game_Screen_,924404,routine_entry,matches+unresolved
Draw_Load_MP_Game_Screen_,924902,routine_entry,shorter+unresolved
Draw_MP_Setup_Screen_,925826,routine_entry,matches
Draw_MP_Buttons_Down_,926130,routine_entry,matches
Draw_Modem_Setup_Screen_,926421,routine_entry,shorter+unresolved
Draw_Fill_Seg_,927554,routine_entry,matches
Draw_Multi_Player_Banner_,927671,routine_entry,matches
Draw_NullModem_Setup_Screen_,927924,routine_entry,shorter+unresolved
Draw_SendGet_Net_Info_Screen_,928907,routine_entry,shorter+unresolved
Draw_Wait_For_New_Joiners_Screen_,929253,routine_entry,shorter+unresolved
Draw_Wait_For_Race_Info_Screen_,929614,routine_entry,shorter+unresolved
Get_Main_Palette_Base_Colors_,929977,routine_entry,matches
Get_Player_Colors_,930073,routine_entry,matches
Get_Net_Next_Turn_Player_Colors_,930235,routine_entry,matches+unresolved
Get_Valid_MP_Save_Games_,930734,routine_entry,matches
Hotseat_Add_Next_Player_Fields_,930798,routine_entry,matches+unresolved
Hotseat_Draw_Next_Player_,931050,routine_entry,shorter+unresolved
Hotseat_Get_Colors_,931836,routine_entry,matches
Hotseat_Get_N_Valid_Players_,932060,routine_entry,matches
Hotseat_Load_Next_Player_,932110,routine_entry,shorter+unresolved
Hotseat_Print_Player_Data_,932391,routine_entry,matches
Fade_In_Function_,932552,routine_entry,matches
Hotseat_Select_Player_,932580,routine_entry,shorter+unresolved
Hotseat_Set_Next_Player_Status_,933223,routine_entry,matches+unresolved
Hotseat_Player_Status_,933385,routine_entry,matches
Load_Net_Next_Turn_Screen_,933442,routine_entry,shorter+unresolved
Load_Choose_Net_Plyrs_Screen_,933830,routine_entry,shorter+unresolved
Load_Choose_Multi_Net_Game_Screen_,934099,routine_entry,shorter+unresolved
Load_Load_MP_Game_Screen_,934317,routine_entry,shorter+unresolved
Load_MP_Setup_Pictures_,934602,routine_entry,shorter+unresolved
Load_Modem_Setup_Screen_,935099,routine_entry,shorter+unresolved
Copy_Modem_Defaults_To_Net_Struct_,935387,routine_entry,shorter+unresolved
Set_Default_Modem_Settings_,935655,routine_entry,shorter+unresolved
Load_Multi_Player_Game_Screen_,935776,routine_entry,matches+unresolved
Load_NullModem_Setup_Screen_,936321,routine_entry,shorter+unresolved
Modem_Setup_Screen_,936648,routine_entry,matches+unresolved
Multi_Player_Screen_,937369,routine_entry,shorter+unresolved
NullModem_Setup_Screen_,938506,routine_entry,matches+unresolved
Reload_Generating_Map_Info_,938955,routine_entry,matches
Reload_Generic_Net_Info_,938967,routine_entry,shorter+unresolved
Reload_Getting_Data_Info_,939168,routine_entry,matches
Reload_Initializing_Net_Info_,939198,routine_entry,matches
Reload_Join_Net_Screen_,939215,routine_entry,matches
Reload_Sending_Data_Info_,939225,routine_entry,matches
Reload_Wait_For_Race_Info_,939291,routine_entry,matches
Reload_Waiting_For_Joiners_Screen_,939306,routine_entry,matches
N_Net_Players_Chosen_Positions_,939379,routine_entry,matches
Chat_Box_Input_Loop_,939428,routine_entry,shorter+unresolved
Set_Multi_Player_Game_Type_,939665,routine_entry,shorter+unresolved
Change_MP_Game_Name_,939895,routine_entry,matches
Load_Netmox_Strings_,940163,routine_entry,matches
Net_Exit_With_Message_,940340,routine_entry,matches
Basic_Update_,940345,routine_entry,shorter
Main_Receive_Message_,940703,routine_entry,shorter
Receive_Message_,944065,routine_entry,matches
Mox_Send_Message_,944150,routine_entry,matches
Mox_Net_Update_,944638,routine_entry,extends+unresolved
fseek_modem_file_,946064,routine_entry,matches
fgetc_modem_file_,946137,routine_entry,matches
fread_modem_file_,946211,routine_entry,matches
fwrite_modem_file_,946301,routine_entry,shorter
Make_Difference_Buffer_,946411,routine_entry,matches
Decode_Difference_Buffer_,946897,routine_entry,matches
Open_Modem_File_,947138,routine_entry,matches
Close_Modem_File_,947276,routine_entry,matches
Write_Modem_File_,947323,routine_entry,matches
Broadcast_Game_Data_Differential_,947405,routine_entry,matches
Decode_Broadcast_Game_Data_Differential_,948726,routine_entry,matches
Send_Game_Orders_,949909,routine_entry,matches+unresolved
Ditch_Leader_,951223,routine_entry,matches
Decode_Game_Orders_,951256,routine_entry,matches+unresolved
Send_Pick_Target_Info_,952536,routine_entry,matches
Decode_Pick_Target_Info_,953486,routine_entry,matches
Send_You_Are_Target_Info_,954264,routine_entry,matches
Decode_You_Are_Target_Info_,955363,routine_entry,matches
Russ_Event_Monster_Update_,956177,routine_entry,matches
Russ_Change_Relations_,956252,routine_entry,matches
Send_Battle_Results_,956365,routine_entry,matches
Decode_Battle_Results_,957528,routine_entry,matches
Send_Pick_Your_Position_,958557,routine_entry,matches
Decode_Pick_Your_Position_,958675,routine_entry,matches
Send_Dragon_Info_,958724,routine_entry,matches
Decode_Dragon_Info_,958786,routine_entry,matches
Net_Id_To_Player_Id_,958828,routine_entry,matches
Get_Next_AI_Talker_,958883,routine_entry,matches
Net_Request_AI_Diplomacy_,959088,routine_entry,matches
Net_May_Begin_AI_Diplomacy_,959145,routine_entry,matches
Net_End_AI_Diplomacy_,959173,routine_entry,matches
Net_Cancel_AI_Diplomacy_Request_,959375,routine_entry,matches
Net_Cancel_AI_Diplomacy_Confirmed_,959441,routine_entry,matches
No_AI_Diplomacy_Allowed_,959452,routine_entry,matches
Net_Request_Human_Diplomacy_,959478,routine_entry,matches
Net_May_Begin_Human_Diplomacy_,959777,routine_entry,matches
Allowed_To_Cancel_Human_Diplomacy_,959819,routine_entry,matches
Net_Cancel_Human_Diplomacy_Request_,959830,routine_entry,matches
Human_Hit_Next_Turn_,959907,routine_entry,matches
Net_End_Human_Diplomacy_,959914,routine_entry,matches
Human_Diplomat_Says_Wait_,959929,routine_entry,matches
Net_Diplomacy_With_,959942,routine_entry,matches
Human_Requesting_Diplomacy_,959950,routine_entry,matches
Accept_Diplomacy_Request_,960035,routine_entry,matches
Refuse_Diplomacy_Request_,960296,routine_entry,matches
Tell_Diplomacy_Requester_To_Wait_,960372,routine_entry,matches
Humans_Requesting_Diplomacy_,960405,routine_entry,matches
Net_Human_Rejected_Diplomacy_,960411,routine_entry,matches
Send_Drop_Out_Info_,960432,routine_entry,matches
Decode_Drop_Out_Info_,960674,routine_entry,shorter+unresolved
Human_Abdicates_,960892,routine_entry,matches
Human_Surrenders_,960905,routine_entry,matches
Load_Netstart_Strings_,960913,routine_entry,matches
Russ_Net_Init_,961111,routine_entry,matches
Russ_Net_Create_Game_,961137,routine_entry,matches
Mox_Net_Uninit_,961172,routine_entry,matches+unresolved
Dump_Users_,961219,routine_entry,matches
Net_Select_Race_,961240,routine_entry,shorter+unresolved
Net_Pick_Position_,961669,routine_entry,shorter+unresolved
Do_Answer_,962176,routine_entry,matches
Join_Net_Screen_,962267,routine_entry,matches+unresolved
Do_Dial_,963058,routine_entry,matches
Load_Net_Screen_,963195,routine_entry,shorter+unresolved
Start_Net_Screen_,964581,routine_entry,shorter+unresolved
Request_Banner_Color_,966261,routine_entry,matches
Request_Race_,966369,routine_entry,matches
Unrequest_Race_,966518,routine_entry,matches
Load_Netturn_Strings_,966575,routine_entry,matches
Host_Next_Turn_,966626,routine_entry,shorter+unresolved
Must_Broadcast_AI_Player_Data_,967321,routine_entry,matches
Client_Next_Turn_,967378,routine_entry,shorter+unresolved
Net_Next_Turn_,967792,routine_entry,shorter+unresolved
Net_Init_Host_Election_,968357,routine_entry,shorter+unresolved
Choose_Hyper_Advanced_Tech_,968500,routine_entry,matches
Get_Competition_Player_Tech_Value_,968620,routine_entry,shorter+unresolved
Calc_Tech_Value_,968773,routine_entry,matches+unresolved
Get_Competition_Tech_Values_,971161,routine_entry,matches+unresolved
Set_Competition_Tech_Values_,971289,routine_entry,matches
